Course Name, Enrollment Term 
EE2727, 24
ART2421, 24
HSC4501, 24
GS2000, 24
CPE4212, 24
EDSP6642, 24
MUS2351, 24
MUS2305, 24
HIS3402, 24
CPE4151, 24
TESL6940, 24
MDFT6648, 24
MDFT6649, 24
EDSC3359, 24
ORG6910, 24
MDFT6647, 24
EDCO6882, 24
ORG6912, 24
EE3722, 24
EDU6085, 24
EDU6526, 24
BUS4690, 24
EDAD6584, 24
EDSC4250, 24
EDU4200, 24
EDU6975, 24
FCS3340, 24
FRE1102, 24
LIN2100, 24
MUS1110, 24
MUS1260, 24
MUS2113, 24
MUS2217, 24
PHY1122, 24
BIO3325L, 24
CHM1212L, 24
EDMA4000, 24
UFDN3100, 24
FCS3842, 24
MUS1113, 24
MUS1260, 24
PHY1102, 24
WRI1000, 24
BIO2101L, 24
CHM1330L, 24
CHM3372L, 24
UCOR3000, 24
UFDN2000, 24
BIO4363, 25
EDU6990, 25
COM4604, 25
HIS2800, 25
EDU6133, 25
CPE4899, 25
EE3730, 25
HIS3406, 25
EDU6139, 25
BIO4899, 25
EDU6133, 25
EDSP6644, 25
EDU6173, 25
EDU6989, 25
NUR6940, 25
PSY2360, 25
EDU6139, 25
CPE3350, 25
MUS2312, 25
EDSP6653, 25
ORG6230, 25
EDSP6658, 25
LCL1101, 25
MUS3931, 25
BUS6170, 25
COM4180, 25
EE3028, 25
CPE4750, 25
BUS4622, 25
ART2722, 25
THEO1203, 25
EDRD6530, 25
EGR3211, 25
LIN4430, 25
ART2421, 25
GS2000, 25
CPE3280, 25
HIS4765, 25
BIO3351, 25
NUR6211, 25
ORG6101, 25
ART2422, 25
MUS2351, 25
MUS2305, 25
MDFT6634, 25
CPE4152, 25
ORG6912, 25
ORG6105, 25
TESL6940, 25
EGR2200, 25
HIS3440, 25
BUS3830, 25
BUS4690, 25
ECN2101, 25
FCS4899, 25
FRE1103, 25
MUS1111, 25
MUS1260, 25
MUS2114, 25
CHM1212L, 25
EDTC6432, 25
UFDN1000, 25
MUS1114, 25
MUS1260, 25
PHY1103, 25
PHY1123, 25
SPN1103, 25
CHM3373L, 25
Wilson, 1
EDCO6600, 23
EDU6918, 21
ACCT2361, 24
ACCT2362, 25
Safety, 1
SPN1101, 23
SPN1102, 24
Nursing, 1
EDCO5270, 22
EDCO5270, 22
EDRD6529, 23
BIO1103, 23
EDCO5270, 22
MUS2930, 24
EDCO5271, 22
EDCO5271, 22
UCOR3000, 24
NUR4017, 23
EDU6600, 23
EDCO6681, 23
PSY1180, 23
Marcia, 1
Dickinson, 1
EDU2100, 23
EDU6980, 24
EDRD3200, 23
EDU6160, 23
ETM, 1
MUS4898, 25
SPN1103, 25
Responsible, 1
EDAD6589, 25
EDSE5075, 22
EDLR5043, 22
OLD, 25
EDU7900, 23
EDU6528, 23
UCOR3000, 24
EDAD6589, 25
NUR3953, 18
ECN3202, 24
ECN3810, 25
EDSE5127, 22
SHS, 1
SHS, 1
EDU6134, 23
UFDN1000L, 1
BUS3620, 23
EDRD6508, 25
EDCT5175, 22
Art, 1
TESL6250, 25
NUR3958, 25
NUR4899, 25
CEU2901, 22
LIN4365, 23
C, 1
BIO2129, 23
HHP1108, 24
BUS3950, 24
EDU6134, 23
SPN1101, 23
TRE4911, 24
CEU3759, 22
EDU, 1
NUR6900, 23
BUS5410, 22
EDU6160, 23
COM4606, 23
COM1321, 23
ART2302, 24
MUS4340, 23
MUS2340, 23
Library, 1
EGR4941, 23
General, 1
Interior, 1
Costume, 1
EDU7900, 23
Faculty, 1
ART4969, 25
EDU6976, 23
MUS2202, 24
MUS2202, 25
EDSE5075, 22
LIN6101, 24
COM3780, 24
CSC2430, 24
EDU6979, 24
EDAD6589, 25
Canvas, 1
CEU3849, 22
EDMA6432, 24
EDU7110, 24
UFDN1000L, 24
PSY2360, 24
EDU6979, 24
CHM1211L, 24
LAT4920, 24
PPHS3400, 24
17, 1
BUS4274, 24
COM4940, 24
MAT4904, 24
BUS6390, 24
EDSE5946, 22
BUS3657, 24
HHP2619, 24
ART4966, 24
BUS4899, 24
EDU2300, 24
BIO3615, 24
BUS4942, 24
BIO2130, 1
CEU3757, 22
GEO1110, 24
NUR6900, 24
BUS6171, 29
NUR6310, 29
CPY7020, 29
CPY7110, 29
UFDN3100, 29
BUS2910, 29
BUS3541, 29
BUS3548, 29
BUS4690, 29
BUS4942, 29
ECN2101, 29
POL3780, 29
BUS2000, 29
BUS2000, 29
BUS4690, 29
CPY7240, 29
CPY7330, 29
EDCO6130, 29
EDCO6680, 29
EDRD6506, 29
EDRD6508, 29
UCOR3000, 29
LIN2100, 29
COM3001, 29
BIO2129, 29
BIO2130, 29
FCS2204, 29
FCS3870, 29
FCS3875, 29
PSY1180, 29
EDSP6644, 29
EDU6085, 29
EDU6085, 29
EDU6120, 29
EDU6130, 29
EDU6132, 29
EDU6132, 29
EDU6132, 29
EDU6150, 29
EDU6150, 29
EDU6524, 29
EDU6524, 29
EDU6975, 29
EDU6978, 29
EDU7101, 29
EDU7110, 29
EDU7910, 29
EDU7930, 29
EDU7976, 29
EDU7974, 29
LIN6370, 29
TESL6500, 29
TESL6931, 29
MFT6340, 29
MFT6641, 29
MFT6642, 29
EDU6130, 29
BIO4256, 29
BUS6260, 29
POL4899, 29
EDU6918, 29
EDU6918, 29
EDU6085, 29
EDU6120, 29
FCS2820, 29
FCS3890, 29
BUS1700, 29
BUS3828, 29
BIO1103, 29
EDU6363, 29
BIO2129L, 29
FCS4940, 29
EDAD6584, 29
EDAD6581, 29
EDAD6588, 29
FCS4844, 29
POL3677, 29
PSY3438, 29
THEO6741, 29
EDRD4200, 24
ORG6000, 29
EDU6085, 29
UFDN2000, 29
EDU6120, 29
EDU6170, 29
EDRD6530, 29
EDSP6648, 29
NUR6209, 29
BUS3541, 29
EDTC6431, 29
PSY2360, 29
EDSP6657, 29
BUS3250, 29
BIO2130, 24
Assessment, 1
Human, 24
NUR4971, 24
FCS4931, 24
FCS4931, 25
BUS3950, 24
EDU6950, 24
BUS4942, 25
ESL0057, 24
MUS4898, 24
CEU3850, 22
EDU4364, 24
EGR1502, 24
EGR3310, 24
EGR1502, 24
Computer, 24
NUR4950, 24
CPE3760, 24
Survey, 24
SPN1102, 24
ART4900, 24
ART1107, 24
LCL1101, 24
CSC3750, 24
EDAD7582, 24
HHP1167, 25
CHM1330, 1
BIO1101, 25
FCS4940, 24
Program, 1
HHP1165, 25
THEO6240, 29
BUS4661, 25
EDU2100, 25
PHY1110, 25
ACCT4950, 25
THEO4950, 25
ART1102, 25
SPU, 1
CEU2901, 22
EDSE5653, 22
EDCT5608, 22
BIO4950, 25
BUS3950, 25
BUS3950, 25
Service, 1
MFT6411, 25
EDU6976, 25
CEU3758, 22
GRK4920, 25
LAT4920, 25
EDU7900, 25
CHM1213, 25
NUR6215, 29
EDAD7588, 25
THEO6750, 25
General, 25
BUS6323, 25
COM1101, 25
CEU3849, 22
FCS4940, 30
EDU6085, 30
HHP1109, 30
HHP1110, 30
HHP1115, 30
HHP1120, 30
HHP1145, 30
HHP1165, 30
HHP1301, 30
HHP3545, 30
HHP3560, 30
HHP3570, 30
HHP4585, 30
HHP4899, 30
HHP4930, 30
HHP4940, 30
WRI1000, 30
UCOL1000, 30
ART4969, 30
WRI1000, 30
WRI1000, 30
WRI1000, 30
EDRD2000, 30
EDU2300, 30
EDU3250, 30
MUS4217, 30
BUS6150, 30
BUS3620, 30
BUS4899, 30
WRI1000, 30
UFDN1000, 30
UFDN1000, 30
UFDN1000, 30
UFDN1000, 30
JRN3355, 30
ORG6100, 30
ORG6600, 30
ORG7100, 30
CHM3225, 30
CHM3371, 30
NUR4000, 30
NUR4002, 30
NUR4010, 30
NUR4012, 30
UCOR2000, 30
ART1102, 30
EDU6085, 30
MUS1600, 30
COM2323, 30
COM3160, 30
CSC1130, 30
EE3410, 30
ENG1220, 30
ENG3316, 30
HIS2417, 30
MUS1250, 30
MUS2112, 30
MUS2606, 30
MUS3501, 30
SOC3440, 30
THEO6002, 30
THEO6003, 30
THEO6412, 30
THEO6952, 30
TRE1110, 30
CHM1110, 30
BUS4660, 30
NUR6301, 30
FCS3843, 30
PHI3601, 30
COM1321, 30
PSY2470, 30
EDU6362, 30
ECN3321, 30
GDEV2000, 30
POL4452, 30
HHP2618, 30
HHP3510, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
UCOL1000, 30
BIO3899, 30
BUS6320, 30
UCOR3000, 30
WST2350, 30
URB3100, 30
BUS3680, 30
BUS6260, 30
THEO2620, 30
FCS3710, 30
ART1205, 30
ART2602, 30
EGR3000, 30
UCOR2000, 30
ISM6231, 30
BUS3950, 30
FLM3000, 30
ART3200, 30
UCOL1000, 30
PSY4106, 30
EDRD6529, 30
EGR1010, 30
BUS3614, 30
MUS2503, 30
MUS4101, 30
EDU7977, 30
EDU6134, 30
BIO1103, 30
UCOR2000, 30
NUR4971, 30
BIO1859, 30
ART3608, 30
MAT1234, 30
MAT1234, 30
CSC3150, 30
FCS1050, 30
FCS3240, 30
FCS4340, 30
FCS4899, 30
POL1110, 30
BUS3950, 30
MUS2560, 30
ECN2102, 30
EDCO6677, 30
COM1321, 30
EGR2891, 30
EGR3611, 30
ENG2253, 30
BUS4650, 30
CPY7201, 30
CSC1230, 30
CSC4410, 30
ECN4010, 30
EGR1502, 30
EGR1502, 30
EGR1502, 30
EGR1502, 30
EGR3300, 30
ENG3003, 30
ENG3380, 30
MAT1236, 30
MAT1560, 30
THEO6010, 30
THEO6020, 30
THEO6030, 30
EDSP4646, 30
EDSP6644, 30
MDFT6930, 30
EDRD6529, 30
THEO6940, 30
PHY2567, 30
EDU6120, 30
ENG4825, 30
HHP1105, 30
HHP1108, 30
HHP2195, 30
HIS3357, 30
MAT1521, 30
MAT3401, 30
MUS3401, 30
MUS4262, 30
NUR6806, 30
NUR7309, 30
PHI4653, 30
POL2642, 30
POL3550, 30
PSY2470, 30
PSY3438, 30
THEO3110, 30
THEO3260, 30
THEO3403, 30
THEO3510, 30
THEO4100, 30
THEO6730, 30
TRE2950, 30
RUS3100, 30
FRE3105, 30
BUS4631, 30
ENG3302, 30
ENG3383, 30
FCS4931, 30
SOC2351, 30
SOC1110, 30
POL2330, 30
PHY2321, 30
FCS3714, 30
MAT0145, 30
MAT3562, 30
THEO2730, 30
ART4210, 30
EDAD6588, 30
THEO6930, 30
HIS2502, 30
FCS3875, 30
UFDN3001, 30
UFDN2000, 30
EDU6160, 30
EDRD3530, 30
EDRD3516, 30
ART2205, 30
NUR7510, 30
THEO2735, 30
THEO3100, 30
THEO6500, 30
WRI1100, 30
THEO4733, 30
BIO4880, 30
UCOR2000, 30
MUS3611, 30
PPHS3400, 30
ART3202, 30
BUS6201, 30
CPY7000, 30
FCS4510, 30
EDU6160, 30
UFDN3001, 30
NUR2002, 30
EDU2600, 30
CHM1211, 30
EDCO6681, 30
BIO3899, 30
MAT3237, 30
LIN2100, 30
FCS3352, 30
BUS6110, 30
BUS2414, 30
ENG3334, 30
ENG3301, 30
ENG2251, 30
CHM1310, 30
CHM3423, 30
MAT3100, 30
THEO2721, 30
BIO4978, 30
LIN2100, 30
MUS4219, 30
EDRD6980, 30
EDU7930, 30
BUS1700, 30
MAT2360, 30
CSC4898, 30
EDU4400, 30
FCS1710, 30
BIO4415L, 30
FCS2375, 30
POL1120, 30
ART3700, 30
EE3721L, 30
TESL6930, 30
ART4205, 30
FCS3340, 30
FCS3875, 30
EDU7102, 30
EDU7115, 30
EDU7300, 30
HSC3035, 30
EDU6133, 30
COM1101, 30
NUR6710, 30
ART1180, 30
COM1101, 30
EGR4950, 30
ART3507, 30
SOC1110, 30
EDU6130, 30
EDU6134, 30
EDU6134, 30
EGR3500, 30
EDU6134, 30
FCS3823, 30
FCS3890, 30
FCS1710, 30
BUS3250, 30
PSY3588, 30
MAT2360, 30
CHN1101, 30
CHN2101, 30
MUS2605, 30
MUS1260, 30
NUR4391, 30
BIO3615, 30
BUS3541, 30
MUS4950, 30
HIS3600, 30
SPN1101, 30
NUR6941, 30
CHM1310, 30
CHM1211, 30
ECN2101, 30
ART1105, 30
ART1105, 30
ART1106, 30
ART1107, 30
ART3502, 30
ART4501, 30
JRN1000, 30
CSC3310, 30
FCS3310, 30
MUS4654, 30
HIS3720, 30
NUR4005, 30
NUR4015, 30
PHY4520, 30
PSY3800, 30
THEO3715, 30
THEO4610, 30
EGR4910, 30
BUS6361, 30
MFT6120, 30
EGR4410, 30
MUS1112, 30
NUR4007, 30
NUR4017, 30
PSY1200, 30
NUR4950, 30
NUR4950, 30
POL2320, 30
CHM3229, 30
EDU6130, 30
EDAD7100, 30
PSY3360, 30
PSY3460, 30
EDCO7911, 30
EDU7995, 30
BIO3325, 30
CHM1100, 30
MAT1110, 30
CSC1230, 30
PSY1180, 30
UCOR2000, 30
UCOR2000, 30
UFDN1000, 30
UFDN2000, 30
EDRD6507, 30
CPY7310, 30
FCS4710, 30
UFDN3100, 30
BIO4413, 30
PHY1121, 30
COM1101, 30
EDU4530, 30
MUS4219, 30
BUS3700, 30
FCS2365, 30
FCS2820, 30
MFT6300, 30
MFT6933, 30
MFT6937, 30
ACCT3327, 30
BUS3828, 30
CHM1211, 30
COM4265, 30
GS2001, 30
EDU6120, 30
TRE3710, 30
THEO4899, 30
ENG2225, 30
ACCT2361, 30
TESL6250, 30
EGR4910, 30
MAT4899, 30
BUS6220, 30
PSY4899, 30
UFDN2000, 30
JRN3930, 30
BUS3541, 30
MFT6200, 30
PSY4940, 30
BUS6266, 30
MFT6210, 30
MFT6610, 30
MFT6811, 30
BUS3614, 30
BUS4644, 30
ART3546, 30
MFT6630, 30
PHI1001, 30
ACCT2361, 30
ACCT2362, 30
ACCT3351, 30
EDCO6670, 30
EDCO6671, 30
EDCO6940, 30
EDRD6641, 30
EDSP4651, 30
BUS6130, 30
ART1102, 30
MUS4223, 30
MUS4224, 30
BUS4274, 30
NUR3952, 30
NUR3953, 30
MAT3749, 30
JRN2801, 30
FCS2702, 30
MFT6100, 30
UCOR3000, 30
UCOR3000, 30
UFDN1000, 30
ENG2215, 30
EDSP3107, 30
USCH1000, 30
BIO4930, 30
SOC3751, 30
JRN2101, 30
COM3001, 30
FRE2101, 30
SPN2101, 30
BUS1700, 25
ART2422, 30
EDU6942, 30
MDFT6652, 30
LIN4145, 30
ART2421, 30
EDTC6433, 30
MUS2340, 30
BIO2101, 30
EDU6918, 30
EDU6130, 30
CSC4941, 30
TRE1931, 30
ORG6910, 30
EDRD6530, 30
HIS3440, 30
EDRD6529, 30
PSY2360, 30
EDSE5127, 30
BIO4899, 30
CLA3170, 30
EDU6171, 30
GRK1101, 30
NUR6101, 30
BIO2101, 30
BIO2129, 30
BIO2129, 30
MUS2310, 30
EDAD6580, 30
BIO4361L, 30
CPE4211, 30
CPE3550, 30
BUS4661, 30
GS2000, 30
BUS6170, 30
MUS2312, 30
ORG6003, 30
EDU6600, 30
MUS2351, 30
MUS2305, 30
TESL6940, 30
EE2726, 30
EE3721, 30
MDFT6633, 30
BIO4361, 30
PSY2360, 30
NUR6940, 30
MUS2402, 30
ART2302, 30
ORG6912, 30
COM3780, 30
EDU3200, 30
EDU3942, 30
BUS2000, 30
BUS2910, 30
ECN2101, 30
EDRD3200, 30
FRE1101, 30
MUS1115, 30
MUS1260, 30
MUS2202, 30
MUS2217, 30
MUS2219, 30
MUS2219, 30
SPN1101, 30
WRI1000, 30
BIO2101L, 30
CHM1100L, 30
EDMA3000, 30
FCS2365L, 30
UFDN2000, 30
FCS3840, 30
LAT4920, 30
MUS1050, 30
MUS1051, 30
MUS1260, 30
MUS1270, 30
MUS2203, 30
MUS2219, 30
MUS2220, 30
MUS2223, 30
PHY1101, 30
SPN1101, 30
WRI1000, 30
BIO2101L, 30
CHM3371L, 30
UFDN3100, 30
EDU4899, 25
COM1101, 25
PES5065, 26
PES5051, 26
EDRD5641, 22
CSC2431, 25
FCS3740, 25
EDAD7300, 25
THEO3733, 30
EDSE5081, 26
CHM2213, 25
FCS3340, 25
MAT2720, 30
EGR1502, 25
EGR1502, 25
CEU3803, 26
EGR4900, 25
CHM1360L, 25
TRE4900, 25
EDCT5609, 26
EDSE5127, 26
CEU3141, 26
EDSP4899, 25
EDSE5653, 26
MAT1300, 25
HHP4940, 25
FCS3840, 25
Economics, 1
BIO4900, 25
EDCO6679, 29
EDCO6675, 29
EDAD7588, 25
FCS4940, 25
CEU3759, 22
UCOL1000, 30
EDCO6675, 29
Writing, 1
PSY3410, 30
EDU4030, 30
COM4606, 30
EDU6526, 29
UCOL1000, 30
EDCO6600, 30
Sandbox, 1
SOC2620, 30
NUR6212, 25
ISM6334, 29
New, 1
CEU3850, 22
SOC3862, 30
SOC4702, 30
SOC1110, 30
BUS6303, 29
EDU6524, 29
ENG3302, 29
ENG3386, 29
EDU6613, 29
COM3780, 29
FCS1050, 29
BUS6250, 29
EDSP6652, 29
BUS6280, 29
HHP2128, 30
MUS2504, 30
TESL6941, 29
UCOR3000, 30
ISM6212, 30
SPU, 1
EDSP6644, 29
LCL1101, 29
MUS2930, 30
UFDN1000, 30
Urban, 1
NUR6910, 29
THEO3780, 30
LIN4150, 30
BUS6917, 29
EDCO6685, 30
EDCO6677, 30
BIO1101, 30
BIO1101, 30
CEU3760, 22
UCOL1000, 30
THEO6980, 30
EDAD6580, 30
EDU6150, 29
EDSE5943, 26
MUS1600, 30
CHM3225L, 30
SPU, 1
EGR3311, 30
ORG6034, 29
EDCT5612, 26
GS1000, 30
CSC1230, 31
CSC2430, 31
PHY1122, 31
NUR4950, 31
ACCT3352, 31
BUS6300, 31
ENG2252, 31
MUS1251, 31
MUS1260, 31
LIN4899, 31
FCS4743, 31
MAT0144, 31
THEO3331, 31
ART4212, 31
THEO6930, 31
TESL6300, 31
FCS4822, 31
EDRD3517, 31
BUS6210, 31
EGR3430, 31
PSY3700, 31
UCOR3000, 31
UFDN3100, 31
BIO4435, 31
UFDN2000, 31
BUS6013, 31
MAT0145, 31
CHM1212, 31
MAT3237, 31
MAT3238, 31
BUS3657, 31
ECN2101, 31
EDAD6584, 31
BIO3899, 31
ART3201, 31
CHM1310, 31
CHM3421, 31
POL4899, 31
BIO2979, 31
BIO4979, 31
LIN2100, 31
EDU6132, 31
EDU7930, 31
SPN1102, 31
HIS3786, 31
UCOR3000, 31
BUS2000, 31
MAT1300, 31
MAT2360, 31
ART4207, 31
FCS4460, 31
EGR1010, 31
FRE2102, 31
SPN1102, 31
SPN2102, 31
EE3722, 31
FCS3340, 31
EDRD6533, 31
BUS6201, 31
BIO2102, 31
CHM1330, 31
BUS4644, 31
BUS6132, 31
GS2001, 31
MFT6303, 31
PSY4488, 31
CPY7210, 31
PSY4940, 31
FCS3870, 31
MFT6410, 31
BIO4330, 31
UCOR2000, 31
UFDN2000, 31
BUS6250, 31
BUS3251, 31
MFT6600, 31
UCOR3000, 31
USCH1111, 31
NUR3954, 31
NUR3955, 31
MFT6301, 31
MAT1521, 31
PHI3602, 31
USCH1113, 31
UCOR2000, 31
EDU6085, 31
FCS3240, 31
MUS3609, 31
UCOR3000, 31
MFT6700, 31
FCS2204, 31
FCS4712, 31
COM3160, 31
PHI4652, 31
UFDN3100, 31
UFDN3100, 31
PHY3312, 31
EDSP6644, 31
GS3001, 31
BUS3828, 31
COM1101, 31
THEO4899, 31
ART1205, 31
BUS3620, 31
BUS4899, 31
PSY4899, 31
ENG3180, 31
ACCT2362, 31
EDRD2000, 31
EDU2300, 31
CHM1212, 31
ART3546, 31
CHM1211, 31
EDSP4642, 31
EDU6085, 24
BUS2414, 31
BUS3700, 31
ACCT3370, 31
UCOR2000, 31
ORG6300, 31
ORG6610, 31
ORG7300, 31
CHM3372, 31
NUR4000, 31
NUR4002, 31
NUR4010, 31
EDU6120, 31
MFT6934, 31
FCS3712, 31
COM1321, 31
BIO2103, 31
ORG6010, 31
EDSP4648, 31
FCS4899, 31
BUS3250, 31
BUS3541, 31
BUS6202, 31
UFDN2000, 31
NUR6911, 31
ART2603, 31
ART3205, 31
CPY7147, 31
POL4643, 31
FCS3822, 31
BUS3950, 31
BUS3950, 31
CPY7929, 31
ART1102, 31
ORG7001, 31
COM4899, 31
MAT1234, 31
MAT1235, 31
FCS3365, 31
BUS4942, 31
CHM3461, 31
GS1001, 31
EGR3612, 31
ENG3301, 31
MUS2561, 31
EDU6526, 31
UCOR2000, 31
BIO3325, 31
BUS3614, 31
BUS3682, 31
EGR3310, 31
MAT3360, 31
MAT1560, 31
MAT2561, 31
THEO6050, 31
THEO6060, 31
PHI1002, 31
EDU4250, 31
EDU4200, 31
EDSP4657, 31
THEO6940, 31
EDMA6357, 31
ENG2215, 31
UFDN2000, 31
MAT1235, 31
EDRD6980, 31
USCH3910, 31
UFDN2000, 31
JRN2335, 31
BIO3432, 31
FCS3250, 31
FCS4330, 31
FCS4341, 31
FCS4352, 31
FCS4370, 31
TRE3720, 31
MUS2550, 31
EDU7972, 31
BIO4418, 31
EDU7991, 31
BIO1101, 31
NUR6941, 31
BIO4435L, 31
BUS2000, 31
BIO2101, 31
ART1102, 31
SPN1102, 31
ART2502, 31
ART2602, 31
UFDN3100, 31
NUR6898, 31
EGR1502, 31
EGR3501, 31
ENG2248, 31
CHN1102, 31
CHN2102, 31
LIN2100, 31
MUS2000, 31
NUR4391, 31
NUR4971, 31
BIO4413, 31
BUS3542, 31
ART3610, 31
FCS1840, 31
PSY3588, 31
FCS3340, 31
PHY3340, 31
MAT1010, 31
MUS3713, 31
BIO2101L, 31
ART1106, 31
ART1107, 31
ART1107, 31
NUR6510, 31
ART4507, 31
CSC3430, 31
ECN3201, 31
EDU2100, 31
FCS3321, 31
HIS3501, 31
HIS3730, 31
MUS2110, 31
MUS2260, 31
NUR4005, 31
PHY4520, 31
PSY2470, 31
PSY4103, 31
THEO3630, 31
EDU6600, 31
EDU6980, 31
PSY3442, 31
NUR4007, 31
NUR4017, 31
PSY1200, 31
NUR4015, 31
EDU2600, 31
HSC4700, 31
NUR4950, 31
EGR4610, 31
CHM3227, 31
BUS6140, 31
EDAD7300, 31
CHM1360, 31
BUS2910, 31
EDU7995, 31
MUS1250, 31
EDMA6432, 31
HHP1100, 31
HHP1116, 31
HHP1140, 31
HHP1160, 31
HHP1166, 31
HHP1175, 31
HHP1301, 31
HHP2128, 31
HHP3570, 31
HHP4595, 31
HHP4899, 31
HHP4940, 31
WRI1000, 31
WRI1000, 31
WRI1000, 31
WRI1000, 31
TESL6070, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
WRI1100, 31
ART2205, 31
ART4969, 31
COM1101, 31
COM1321, 31
COM4601, 31
CSC3220, 31
CSC4800, 31
HIS2418, 31
HIS3387, 31
HIS3857, 31
MUS1250, 31
PSY3360, 31
PSY3388, 31
PSY3410, 31
PSY4428, 31
SOC3751, 31
UFDN1000, 31
THEO2710, 31
THEO3255, 31
TRE3750, 31
UCOR3000, 31
UFDN1000, 31
UFDN1000, 31
UFDN1000, 31
UFDN1000, 31
UFDN3001, 31
CHM3540, 31
BUS2700, 31
GDEV4899, 31
POL3330, 31
POL4641, 31
WRI1100, 31
WRI1100, 31
HHP2619, 31
HHP3510, 31
BIO4325, 31
BUS3544, 31
CPY7141, 31
UCOR3000, 31
SOC2000, 31
SPN4501, 31
URB3450, 31
WRI2930, 31
URB4940, 31
FLM2001, 31
HHP1108, 31
CSC2430, 31
EDU7110, 31
FCS4931, 31
ART1180, 31
ART3611, 31
ART3900, 31
ART4101, 31
BUS6323, 31
COM3628, 31
ECN3812, 31
EE3500, 31
ENG3317, 31
ENG3339, 31
ENG3840, 31
ENG4316, 31
ENG4450, 31
GDEV3100, 31
HHP4555, 31
HIS3356, 31
ISM6356, 31
JRN2202, 31
MAT1720, 31
MAT3751, 31
MAT4725, 31
MAT4910, 31
MUS4803, 31
NUR7104, 31
PHY1142, 31
PSY2470, 31
THEO3210, 31
THEO3401, 31
THEO3730, 31
THEO6512, 31
THEO6744, 31
TRE1810, 31
TRE4913, 31
URB2320, 31
RUS3200, 31
ART3113, 31
BUS4899, 31
CSC2230, 31
ENG2221, 31
BIO4360, 31
PPHS4600, 31
PPHS1200, 31
BIO1145, 31
MUS3402, 31
NUR7311, 31
MUS3612, 31
EDAD7586, 31
SOC1110, 31
PSY4106, 31
ART2201, 31
ECN3202, 31
THEO3100, 31
ISM6255, 31
ISM6245, 31
MUS4655, 31
ASIA3765, 30
BIO4362, 31
NUR6209, 31
EDTC6431, 31
EDU6136, 31
CPE3760, 31
EDU6525, 31
LIN4410, 31
ART2422, 31
EDU6133, 31
EDTC6500, 31
EDU6172, 31
EDU6136, 31
GRK1102, 31
EDU4364, 31
BIO4899, 31
EDU3361, 31
BUS3690, 31
MUS2306, 31
MUS2310, 31
BIO2101, 31
BIO2130, 31
EDU6980, 31
NUR6940, 31
MUS2402, 31
EE2727, 31
COM3780, 31
PSY2360, 31
ESL0057, 31
ART2421, 31
HSC4501, 31
GS2000, 31
MUS2340, 31
CPE4212, 31
MUS2304, 31
MUS2311, 31
MUS2350, 31
MUS2351, 31
MUS2305, 31
HIS3402, 31
CPE4151, 31
TESL6940, 31
MDFT6649, 31
MUS2930, 31
ORG6910, 31
MDFT6647, 31
EDCO6882, 31
BUS1700, 31
BUS4690, 31
EGR1501, 31
FRE1102, 31
MUS1260, 31
MUS2113, 31
SPN1102, 31
WRI1000, 31
WRI1000, 31
ACCT2361, 31
BIO2102L, 31
BIO3325L, 31
EDMA4000, 31
EDRD4200, 31
UFDN3100, 31
FCS3842, 31
MUS1110, 31
MUS1113, 31
MUS1260, 31
PHY1102, 31
BIO2101L, 31
CHM1330L, 31
CHM3372L, 31
ECN2102, 29
FRE2101, 30
EDU6085, 29
SOE, 1
NUR6940, 29
EDU6132, 29
EDU6918, 29
URB4940, 29
NUR4017, 30
EDU2100, 30
CHM1211L, 30
Dickinson, 1
WRI1000, 30
BIO4413, 1
Vocation, 1
COM4899, 30
EDLR5043, 26
EDRD5641, 26
EDSE5075, 26
NUR6260, 31
EDAD6580, 30
EDAD6586, 31
EDCN5730, 26
TRE2751, 31
Welcome, 1
CPY7031, 30
edTPA, 1
Graduate, 1
BIO2100, 1
EDCO6903, 31
ELT5545, 26
ELT5536, 26
ELT5537, 26
ELT5547, 26
MUS2217, 30
BUS3548, 33
HHP1165, 33
MUS3610, 33
THEO3100, 33
WRI1000, 33
WRI1100, 33
BIO4410, 33
PSY3480, 33
BIO3899, 33
THEO4731, 33
THEO3500, 33
THEO2735, 33
ART3303, 33
PSY3360, 33
PSY3460, 33
NUR7312, 33
HIS2503, 33
PSY3460, 33
SOC3215, 33
SOC3205, 33
ISM6357, 33
PHI2222, 33
MUS3503, 33
THEO6952, 33
THEO4720, 33
EDCO6901, 33
ENG2253, 33
MUS1250, 33
MUS1251, 33
MUS1270, 33
MUS1271, 33
POL4643, 33
MUS3502, 33
MUS4202, 33
NUR4848, 33
FCS4470, 33
ACCT2362, 33
BUS2000, 33
BUS3541, 33
FCS2730, 33
NUR6941, 33
ART1105, 33
ART1106, 33
ART1107, 33
ART2102, 33
ART2205, 33
ART2502, 33
ART3546, 33
BUS3614, 33
COM4605, 33
EDU2100, 33
ENG2225, 33
